user_name,user_password,game_title,game_genre,game_developer,game_type,session_level,session_playtime,session_is_completed,achievement_list,achievement_points
phawkins,#KWawSKav6,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 11,1777,True,Achiev_80,359
eholloway,!Te4O3wG8G,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 5,2396,True,Achiev_65,283
isanders,5G4@ljXe_W,Enterprise-wide methodical knowledgebase,Strategy,Wilkinson Ltd,singleplayer,Level 15,225,False,Achiev_20,408
mcgrathdebbie,4CU)qpMt#1,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 12,2157,True,Achiev_51,48
paul92,vj4p8tGDm&,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 15,406,True,Achiev_97,451
kariburnett,!M*0FKmK13,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 17,3958,True,Achiev_26,143
robert71,)tkcUy%A7Y,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 57,1803,False,Achiev_73,358
gsnyder,*&0NfBAd_E,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 58,2913,False,Achiev_100,402
jfarmer,9%9ACkdQq^,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 60,3610,False,Achiev_40,236
kingdeanna,kP*l2Fy*Mw,Re-contextualized optimizing analyzer,Shooter,Lawrence Ltd,singleplayer,Level 20,1846,True,Achiev_97,400
melissa84,@8tbArUYZ7,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 48,2326,True,Achiev_48,100
robert71,)tkcUy%A7Y,Re-contextualized optimizing analyzer,Shooter,Lawrence Ltd,singleplayer,Level 31,1073,False,Achiev_58,271
smithcarrie,F(1D+LqllX,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 56,3872,True,Achiev_23,162
uharris,MDMnJ4xM^1,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 38,3928,True,Achiev_60,71
mcgrathdebbie,4CU)qpMt#1,Advanced stable model,Action,Middleton-Lowery,mmo,Level 43,3304,False,Achiev_89,357
christina60,KM_9JmNwU3,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 16,4454,False,Achiev_74,151
ajones,09urP%aU%(,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 22,2384,True,Achiev_22,408
qrodriguez,!qYgoFAx)7,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 1,4817,False,Achiev_11,445
mjohns,6v$Lkv)e+6,Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 59,2393,True,Achiev_47,175
ejackson,E$i0TdurGY,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 58,2930,False,Achiev_13,14
smithcarrie,F(1D+LqllX,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 22,400,True,Achiev_35,154
david39,&P99vVsr#y,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 46,1727,False,Achiev_67,441
mjohns,6v$Lkv)e+6,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 6,16,False,Achiev_62,115
barnesjason,6s^YRpQh&0,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 20,3951,False,Achiev_52,240
connor89,q25$3IlAu*,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 57,2707,True,Achiev_94,165
morganjonathon,^1gEOs10)J,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 57,3901,False,Achiev_90,37
richardjohnson,eCGhB&Hy(3,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 51,307,True,Achiev_22,281
oford,0r5CQVbM$F,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 10,2272,False,Achiev_71,53
matthew13,@VRTVHkB6*,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 4,416,True,Achiev_52,171
zimmermanhunter,La5)X(5mt),Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 28,1314,False,Achiev_4,496
zhogan,@0&Z4m@Rtr,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 20,2942,True,Achiev_95,15
adriannelson,Q*6H2pCSFe,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 32,2414,True,Achiev_98,405
hbaker,xuT3uTEub+,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 33,2822,True,Achiev_88,77
zimmermanhunter,La5)X(5mt),Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 22,700,False,Achiev_61,219
isanders,5G4@ljXe_W,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 37,3167,True,Achiev_77,87
hchapman,@w3buMjS7*,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 32,4056,False,Achiev_25,37
rosejennifer,&t&TY5J3w#,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 12,3216,True,Achiev_11,202
christina20,yHZ#s_BZ!9,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 2,2766,True,Achiev_9,430
matthew13,@VRTVHkB6*,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 55,3245,True,Achiev_19,69
joshua09,)yDjjmbf95,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 33,2888,True,Achiev_50,500
connor89,q25$3IlAu*,Triple-buffered upward-trending info-mediaries,Action,Morrison Inc,mmo,Level 57,2254,False,Achiev_59,443
kellerkristin,aXbfQs4N(7,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 58,3400,True,Achiev_87,424
rosskimberly,@Z6RpuhNjG,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 30,4998,False,Achiev_30,324
smithcarrie,F(1D+LqllX,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 40,3883,True,Achiev_100,402
jfarmer,9%9ACkdQq^,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 38,2727,True,Achiev_26,442
jeffreydavis,&nWpTQhM+3,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 5,1997,False,Achiev_55,219
jeffreydavis,&nWpTQhM+3,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 26,2652,False,Achiev_67,144
sean69,%BXHeiHse6,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 31,4599,True,Achiev_67,336
davidwest,d0CbRwcT)T,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 20,4686,True,Achiev_15,12
steven03,%l1oKgxrV%,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 55,821,True,Achiev_66,46
adriannelson,Q*6H2pCSFe,Re-contextualized optimizing analyzer,Shooter,Lawrence Ltd,singleplayer,Level 59,982,False,Achiev_85,19
williamsbrandon,79MPcC_u(f,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 6,4722,True,Achiev_76,12
adriannelson,Q*6H2pCSFe,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 17,3576,False,Achiev_15,96
david39,&P99vVsr#y,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 44,4591,False,Achiev_92,420
david39,&P99vVsr#y,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 36,355,False,Achiev_13,210
melissamaldonado,XlM_3@PQz^,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 14,2977,True,Achiev_70,159
aaron06,$Qfo1AGt+Y,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 17,904,False,Achiev_39,335
travis57,%LY4KjMfDr,Cloned executive solution,RPG,Allen-White,singleplayer,Level 9,2167,False,Achiev_91,270
kariburnett,!M*0FKmK13,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 55,1144,False,Achiev_61,104
wcox,_9j_M%NeHN,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 25,2154,False,Achiev_94,299
tarasampson,&VuR9FVis9,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 8,1270,False,Achiev_55,442
smithcarrie,F(1D+LqllX,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 60,225,False,Achiev_94,449
paul92,vj4p8tGDm&,Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 50,3822,False,Achiev_84,105
kempmelanie,OR0Vy7Ad&L,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 54,1754,False,Achiev_24,115
shannonhill,!F($y8CxR0,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 39,2708,False,Achiev_49,87
mckeeadrian,#19Z$fk1%V,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 20,4262,True,Achiev_29,354
anthonydavidson,)%ux&8ScBf,Cloned foreground groupware,Shooter,"Flores, Wright and Hudson",singleplayer,Level 24,4723,True,Achiev_6,132
creynolds,8!QMVy67_O,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 36,1239,False,Achiev_50,485
oford,0r5CQVbM$F,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 41,202,False,Achiev_72,60
joseph51,IL_Vat*M@9,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 27,3282,True,Achiev_43,368
mprice,3X0O%Qk*^w,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 57,2659,True,Achiev_45,187
steven03,%l1oKgxrV%,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 45,723,True,Achiev_100,178
othomas,*Y50IzuTcS,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 26,3617,False,Achiev_6,134
gsnyder,*&0NfBAd_E,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 18,4222,False,Achiev_1,213
barnesjason,6s^YRpQh&0,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 18,1388,True,Achiev_25,467
joshua09,)yDjjmbf95,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 17,4644,False,Achiev_9,65
mjohns,6v$Lkv)e+6,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 35,1058,True,Achiev_28,488
smithcarrie,F(1D+LqllX,Advanced stable model,Action,Middleton-Lowery,mmo,Level 22,1120,True,Achiev_40,333
michele48,d+ZW7S)GSi,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 50,2272,True,Achiev_74,166
hchapman,@w3buMjS7*,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 48,2540,True,Achiev_1,379
donald69,(82(!tWgxV,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 11,1715,False,Achiev_27,431
michael63,+el&2NYuDa,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 1,4666,False,Achiev_30,137
hbaker,xuT3uTEub+,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 33,945,False,Achiev_43,324
oford,0r5CQVbM$F,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 15,3409,True,Achiev_21,122
wcox,_9j_M%NeHN,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 47,1465,False,Achiev_44,122
david39,&P99vVsr#y,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 59,4296,True,Achiev_42,436
collinsjessica,3$4E0hLh@h,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 56,1988,True,Achiev_81,410
julia10,@PL8MHofj7,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 42,494,True,Achiev_62,496
kingdeanna,kP*l2Fy*Mw,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 34,4281,True,Achiev_29,420
mprice,3X0O%Qk*^w,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 53,4384,True,Achiev_63,407
elizabeth56,EERkTdTe(3,Triple-buffered upward-trending info-mediaries,Action,Morrison Inc,mmo,Level 46,3379,False,Achiev_12,451
scottpaul,pr6lxHlL_&,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 46,1487,False,Achiev_75,418
michele48,d+ZW7S)GSi,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 39,3891,False,Achiev_66,290
oford,0r5CQVbM$F,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 47,733,False,Achiev_76,160
schmidtlori,48YOf+)7_9,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 19,3736,False,Achiev_43,417
mjohns,6v$Lkv)e+6,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 43,1945,True,Achiev_77,317
williamstammy,p#5lQBIg+9,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 8,3848,True,Achiev_44,51
ajones,09urP%aU%(,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 6,771,False,Achiev_2,241
jacksonmelissa,!&cZGpz1u4,Cloned human-resource Graphical User Interface,Action,Miller-Johnson,mmo,Level 40,4163,True,Achiev_32,393
collinsjessica,3$4E0hLh@h,Cloned foreground groupware,Shooter,"Flores, Wright and Hudson",singleplayer,Level 56,2416,False,Achiev_30,350
matthew13,@VRTVHkB6*,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 1,4546,True,Achiev_17,426
sean69,%BXHeiHse6,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 12,2291,False,Achiev_3,193
paul92,vj4p8tGDm&,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 55,3771,False,Achiev_33,196
steven03,%l1oKgxrV%,Re-contextualized optimizing analyzer,Shooter,Lawrence Ltd,singleplayer,Level 3,1593,False,Achiev_93,43
jacksonmelissa,!&cZGpz1u4,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 20,583,False,Achiev_1,25
kingdeanna,kP*l2Fy*Mw,Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 11,2764,False,Achiev_54,83
mjohns,6v$Lkv)e+6,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 56,689,False,Achiev_95,406
mjohns,6v$Lkv)e+6,Re-contextualized optimizing analyzer,Shooter,Lawrence Ltd,singleplayer,Level 46,694,True,Achiev_20,28
sean69,%BXHeiHse6,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 30,4942,False,Achiev_18,64
adriana84,k5L%IK*w&R,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 8,4363,False,Achiev_59,125
kellerkristin,aXbfQs4N(7,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 52,4821,True,Achiev_52,192
kingdeanna,kP*l2Fy*Mw,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 43,4166,False,Achiev_35,86
hdudley,a%UT(og8$5,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 16,4312,True,Achiev_12,333
gillroger,tYu9MuOk!c,Reduced regional policy,RPG,Simpson LLC,mmo,Level 10,1265,False,Achiev_53,172
adriannelson,Q*6H2pCSFe,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 55,4578,False,Achiev_89,32
gsnyder,*&0NfBAd_E,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 38,3564,False,Achiev_76,14
crystal57,)&KRkmjXk6,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 48,180,True,Achiev_93,165
jeffreydavis,&nWpTQhM+3,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 36,4087,False,Achiev_64,216
aaron06,$Qfo1AGt+Y,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 30,710,False,Achiev_34,215
jburns,JBSy6MzI%l,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 57,623,False,Achiev_27,226
shannonhill,!F($y8CxR0,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 55,2821,False,Achiev_34,281
ejackson,E$i0TdurGY,Cloned executive solution,RPG,Allen-White,singleplayer,Level 12,949,True,Achiev_80,313
anthonydavidson,)%ux&8ScBf,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 23,1315,True,Achiev_77,54
mckeeadrian,#19Z$fk1%V,Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 35,4521,True,Achiev_66,482
julia10,@PL8MHofj7,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 7,2174,True,Achiev_37,110
zimmermanhunter,La5)X(5mt),Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 3,661,True,Achiev_88,27
othomas,*Y50IzuTcS,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 55,2423,False,Achiev_10,175
feliciabrown,W2C+Y6Utw),Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 25,4765,False,Achiev_48,223
david15,4K8uQCava&,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 4,32,True,Achiev_96,413
williamsbrandon,79MPcC_u(f,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 36,3530,False,Achiev_1,102
hdudley,a%UT(og8$5,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 8,433,True,Achiev_75,222
jacksonmelissa,!&cZGpz1u4,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 52,4653,True,Achiev_12,164
joshua09,)yDjjmbf95,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 9,2329,False,Achiev_64,173
megan40,7)YiU98q@Z,Reduced regional policy,RPG,Simpson LLC,mmo,Level 32,973,False,Achiev_63,450
smithcarrie,F(1D+LqllX,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 22,1507,False,Achiev_1,321
ejackson,E$i0TdurGY,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 26,4235,True,Achiev_94,320
ccurtis,^i&U1WhVX!,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 29,4287,True,Achiev_42,349
fjackson,8+$YNJYe!v,Cloned executive solution,RPG,Allen-White,singleplayer,Level 6,700,False,Achiev_71,319
melissa84,@8tbArUYZ7,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 5,70,True,Achiev_7,490
krameramanda,$kGV3wh5t1,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 36,1003,False,Achiev_84,29
joseph51,IL_Vat*M@9,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 44,4990,False,Achiev_17,347
jasoncrawford,^Bb1nOLtK),Triple-buffered upward-trending info-mediaries,Action,Morrison Inc,mmo,Level 59,475,True,Achiev_61,145
scottpaul,pr6lxHlL_&,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 31,4816,True,Achiev_97,495
williamstammy,p#5lQBIg+9,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 33,1603,False,Achiev_1,441
mcgrathdebbie,4CU)qpMt#1,Reduced regional policy,RPG,Simpson LLC,mmo,Level 42,1659,True,Achiev_4,348
leejeffrey,o$cfV4n+mF,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 19,4041,False,Achiev_2,267
williamsmith,&4*BLq&G3H,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 11,3788,True,Achiev_14,222
jburns,JBSy6MzI%l,Enterprise-wide methodical knowledgebase,Strategy,Wilkinson Ltd,singleplayer,Level 11,1453,True,Achiev_60,286
matthew13,@VRTVHkB6*,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 17,3432,False,Achiev_75,229
zhogan,@0&Z4m@Rtr,Advanced stable model,Action,Middleton-Lowery,mmo,Level 14,4916,True,Achiev_63,450
kingdeanna,kP*l2Fy*Mw,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 22,3794,True,Achiev_67,411
estesbrent,r8&LgKc++3,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 37,107,False,Achiev_41,205
kariburnett,!M*0FKmK13,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 60,3222,False,Achiev_52,214
kempmelanie,OR0Vy7Ad&L,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 20,2153,True,Achiev_13,221
yrose,G5N32g#s_a,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 14,229,False,Achiev_65,235
jasoncrawford,^Bb1nOLtK),Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 46,259,True,Achiev_55,70
anthonydavidson,)%ux&8ScBf,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 33,1900,True,Achiev_62,248
scottpaul,pr6lxHlL_&,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 15,4502,True,Achiev_99,387
kariburnett,!M*0FKmK13,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 40,3286,True,Achiev_93,158
zhogan,@0&Z4m@Rtr,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 13,1927,True,Achiev_18,210
mckeeadrian,#19Z$fk1%V,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 52,888,False,Achiev_36,211
jameswilkins,(5YyBb2nMA,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 2,471,True,Achiev_8,187
mjohns,6v$Lkv)e+6,Reduced regional policy,RPG,Simpson LLC,mmo,Level 48,3742,False,Achiev_79,290
rosejennifer,&t&TY5J3w#,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 28,2203,True,Achiev_5,238
wcox,_9j_M%NeHN,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 49,115,False,Achiev_65,331
megan40,7)YiU98q@Z,Cloned human-resource Graphical User Interface,Action,Miller-Johnson,mmo,Level 30,2971,False,Achiev_21,340
melissa84,@8tbArUYZ7,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 15,4796,True,Achiev_84,343
ccurtis,^i&U1WhVX!,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 56,1644,False,Achiev_41,143
ajones,09urP%aU%(,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 26,4792,False,Achiev_14,135
kingdeanna,kP*l2Fy*Mw,Advanced stable model,Action,Middleton-Lowery,mmo,Level 2,4221,False,Achiev_11,439
williamstammy,p#5lQBIg+9,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 11,3484,False,Achiev_68,124
estesbrent,r8&LgKc++3,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 29,3655,True,Achiev_34,69
aaron06,$Qfo1AGt+Y,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 22,310,False,Achiev_54,158
xsullivan,u*30IxM((g,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 3,3230,False,Achiev_74,483
hernandezrebecca,Ua!7SMsK2@,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 48,4825,False,Achiev_27,416
morganjonathon,^1gEOs10)J,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 37,4905,True,Achiev_66,497
qrodriguez,!qYgoFAx)7,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 13,2053,True,Achiev_50,67
mjohns,6v$Lkv)e+6,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 57,894,True,Achiev_47,481
zimmermanhunter,La5)X(5mt),Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 37,1002,True,Achiev_63,455
yrose,G5N32g#s_a,Cloned executive solution,RPG,Allen-White,singleplayer,Level 40,1339,True,Achiev_95,21
brandon56,q&3nCUBj5&,Cloned foreground groupware,Shooter,"Flores, Wright and Hudson",singleplayer,Level 28,768,False,Achiev_38,385
barnesjason,6s^YRpQh&0,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 5,2758,True,Achiev_67,391
anthonydavidson,)%ux&8ScBf,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 8,1042,True,Achiev_86,129
smithcarrie,F(1D+LqllX,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 23,3667,False,Achiev_69,494
feliciabrown,W2C+Y6Utw),Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 3,4636,True,Achiev_92,80
scottpaul,pr6lxHlL_&,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 7,97,False,Achiev_93,399
christina20,yHZ#s_BZ!9,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 46,507,False,Achiev_2,425
phawkins,#KWawSKav6,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 5,477,True,Achiev_95,57
hbaker,xuT3uTEub+,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 25,2063,True,Achiev_83,343
jfarmer,9%9ACkdQq^,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 35,803,False,Achiev_68,297
davidwest,d0CbRwcT)T,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 16,2725,True,Achiev_50,230
ejackson,E$i0TdurGY,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 33,1049,False,Achiev_9,243
joshua09,)yDjjmbf95,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 18,1587,False,Achiev_57,212
adriannelson,Q*6H2pCSFe,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 37,3923,True,Achiev_69,248
elizabeth56,EERkTdTe(3,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 17,1155,True,Achiev_42,54
steven03,%l1oKgxrV%,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 47,2661,True,Achiev_42,216
adriana84,k5L%IK*w&R,Cloned executive solution,RPG,Allen-White,singleplayer,Level 17,2946,True,Achiev_35,29
mjohns,6v$Lkv)e+6,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 57,4391,False,Achiev_23,432
nward,f@d9FdDpXz,Advanced stable model,Action,Middleton-Lowery,mmo,Level 51,2287,True,Achiev_13,29
gsnyder,*&0NfBAd_E,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 27,4719,False,Achiev_55,450
smithcarrie,F(1D+LqllX,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 49,3231,True,Achiev_45,475
david27,&UqVDsrUj8,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 35,3117,True,Achiev_18,201
mcgrathdebbie,4CU)qpMt#1,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 35,4409,False,Achiev_14,169
